#SampleID	Description	country	Env	SourceSink
990.KA1F.D.12	Block_1_Fertilized_station_D_position_12 KA1F.D.12	GAZ:United States of America	field soil	source
990.KA2F.C.11	Block_2_Fertilized_station_C_position_11 KA2F.C.11	GAZ:United States of America	field soil	source
990.KA2F.B.20	Block_2_Fertilized_station_B_position_20 KA2F.B.20	GAZ:United States of America	field soil	source
990.KA2F.A.20	Block_2_Fertilized_station_A_position_20 KA2F.A.20	GAZ:United States of America	field soil	source
990.KA2U.D.23	Block_2_Unfertilized_station_D_position_23 KA2U.D.23	GAZ:United States of America	field soil	source
990.KA2F.E.17	Block_2_Fertilized_station_E_position_17 KA2F.E.17	GAZ:United States of America	field soil	source
990.KA3F.C.18	Block_3_Fertilized_station_C_position_18 KA3F.C.18	GAZ:United States of America	field soil	source
990.KA1F.A.24	Block_1_Fertilized_station_A_position_24 KA1F.A.24	GAZ:United States of America	field soil	source
990.KA1F.A.14	Block_1_Fertilized_station_A_position_14 KA1F.A.14	GAZ:United States of America	field soil	source
990.KA2F.A.18	Block_2_Fertilized_station_A_position_18 KA2F.A.18	GAZ:United States of America	field soil	source
990.KA1U.C.25	Block_1_Unfertilized_station_C_position_25 KA1U.C.25	GAZ:United States of America	field soil	source
990.KA3U.C.14	Block_3_Unfertilized_station_C_position_14 KA3U.C.14	GAZ:United States of America	field soil	source
990.KA1U.E.23	Block_1_Unfertilized_station_E_position_23 KA1U.E.23	GAZ:United States of America	field soil	source
990.KA2F.A.12	Block_2_Fertilized_station_A_position_12 KA2F.A.12	GAZ:United States of America	field soil	source
990.KA3U.A.23	Block_3_Unfertilized_station_A_position_23 KA3U.A.23	GAZ:United States of America	field soil	source
990.KA3F.C.01	Block_3_Fertilized_station_C_position_1 KA3F.C.01	GAZ:United States of America	field soil	source
990.KA1U.B.23	Block_1_Unfertilized_station_B_position_23 KA1U.B.23	GAZ:United States of America	field soil	source
990.KA3U.C.19	Block_3_Unfertilized_station_C_position_19 KA3U.C.19	GAZ:United States of America	field soil	source
990.KA1F.E.13	Block_1_Fertilized_station_E_position_13 KA1F.E.13	GAZ:United States of America	field soil	source
990.KA1U.A.23	Block_1_Unfertilized_station_A_position_23 KA1U.A.23	GAZ:United States of America	field soil	source
990.KA1U.D.22	Block_1_Unfertilized_station_D_position_22 KA1U.D.22	GAZ:United States of America	field soil	source
990.KA1U.A.05	Block_1_Unfertilized_station_A_position_5 KA1U.A.05	GAZ:United States of America	field soil	source
990.KA1F.A.03	Block_1_Fertilized_station_A_position_3 KA1F.A.03	GAZ:United States of America	field soil	source
990.KA2U.C.18	Block_2_Unfertilized_station_C_position_18 KA2U.C.18	GAZ:United States of America	field soil	source
990.KA1F.B.14	Block_1_Fertilized_station_B_position_14 KA1F.B.14	GAZ:United States of America	field soil	source
990.KA1F.B.05	Block_1_Fertilized_station_B_position_5 KA1F.B.05	GAZ:United States of America	field soil	source
990.KA1F.A.23	Block_1_Fertilized_station_A_position_23 KA1F.A.23	GAZ:United States of America	field soil	source
990.KA1F.C.25	Block_1_Fertilized_station_C_position_25 KA1F.C.25	GAZ:United States of America	field soil	source
990.KA3F.C.24	Block_3_Fertilized_station_C_position_24 KA3F.C.24	GAZ:United States of America	field soil	source
990.KA2F.E.13	Block_2_Fertilized_station_E_position_13 KA2F.E.13	GAZ:United States of America	field soil	source
990.KA3U.B.18	Block_3_Unfertilized_station_B_position_18 KA3U.B.18	GAZ:United States of America	field soil	source
990.KA2F.E.10	Block_2_Fertilized_station_E_position_10 KA2F.E.10	GAZ:United States of America	field soil	source
990.KA2U.B.13	Block_2_Unfertilized_station_B_position_13 KA2U.B.13	GAZ:United States of America	field soil	source
990.KA3F.E.18	Block_3_Fertilized_station_E_position_18 KA3F.E.18	GAZ:United States of America	field soil	source
990.KA3F.E.17	Block_3_Fertilized_station_E_position_17 KA3F.E.17	GAZ:United States of America	field soil	source
990.KA2U.B.20	Block_2_Unfertilized_station_B_position_20 KA2U.B.20	GAZ:United States of America	field soil	source
990.KA3U.C.08	Block_3_Unfertilized_station_C_position_8 KA3U.C.08	GAZ:United States of America	field soil	source
990.KA3F.B.19	Block_3_Fertilized_station_B_position_19 KA3F.B.19	GAZ:United States of America	field soil	source
990.KA3F.D.22	Block_3_Fertilized_station_D_position_22 KA3F.D.22	GAZ:United States of America	field soil	source
990.KA3F.A.25	Block_3_Fertilized_station_A_position_25 KA3F.A.25	GAZ:United States of America	field soil	source
990.KA1U.C.13	Block_1_Unfertilized_station_C_position_13 KA1U.C.13	GAZ:United States of America	field soil	source
990.KA2F.A.10	Block_2_Fertilized_station_A_position_10 KA2F.A.10	GAZ:United States of America	field soil	source
990.KA1U.D.24	Block_1_Unfertilized_station_D_position_24 KA1U.D.24	GAZ:United States of America	field soil	source
990.KA1U.C.08	Block_1_Unfertilized_station_C_position_8 KA1U.C.08	GAZ:United States of America	field soil	source
990.KA2U.D.05	Block_2_Unfertilized_station_D_position_5 KA2U.D.05	GAZ:United States of America	field soil	source
990.KA2F.C.19	Block_2_Fertilized_station_C_position_19 KA2F.C.19	GAZ:United States of America	field soil	source
990.KA2F.E.07	Block_2_Fertilized_station_E_position_7 KA2F.E.07	GAZ:United States of America	field soil	source
990.KA2F.B.08	Block_2_Fertilized_station_B_position_8 KA2F.B.08	GAZ:United States of America	field soil	source
990.KA2F.D.12	Block_2_Fertilized_station_D_position_12 KA2F.D.12	GAZ:United States of America	field soil	source
990.KA2U.A.19	Block_2_Unfertilized_station_A_position_19 KA2U.A.19	GAZ:United States of America	field soil	source
990.KA2F.B.16	Block_2_Fertilized_station_B_position_16 KA2F.B.16	GAZ:United States of America	field soil	source
990.KA3F.B.18	Block_3_Fertilized_station_B_position_18 KA3F.B.18	GAZ:United States of America	field soil	source
990.KA1U.E.12	Block_1_Unfertilized_station_E_position_12 KA1U.E.12	GAZ:United States of America	field soil	source
990.KA2F.C.16	Block_2_Fertilized_station_C_position_16 KA2F.C.16	GAZ:United States of America	field soil	source
990.KA2U.A.01	Block_2_Unfertilized_station_A_position_1 KA2U.A.01	GAZ:United States of America	field soil	source
990.KA2U.B.11	Block_2_Unfertilized_station_B_position_11 KA2U.B.11	GAZ:United States of America	field soil	source
990.KA1U.C.09	Block_1_Unfertilized_station_C_position_9 KA1U.C.09	GAZ:United States of America	field soil	source
990.KA3F.D.03	Block_3_Fertilized_station_D_position_3 KA3F.D.03	GAZ:United States of America	field soil	source
990.KA3F.B.01	Block_3_Fertilized_station_B_position_1 KA3F.B.01	GAZ:United States of America	field soil	source
990.KA2U.E.14	Block_2_Unfertilized_station_E_position_14 KA2U.E.14	GAZ:United States of America	field soil	source
990.KA2U.B.25	Block_2_Unfertilized_station_B_position_25 KA2U.B.25	GAZ:United States of America	field soil	source
990.KA1F.B.15	Block_1_Fertilized_station_B_position_15 KA1F.B.15	GAZ:United States of America	field soil	source
990.KA1U.A.22	Block_1_Unfertilized_station_A_position_22 KA1U.A.22	GAZ:United States of America	field soil	source
990.KA1F.C.10	Block_1_Fertilized_station_C_position_10 KA1F.C.10	GAZ:United States of America	field soil	source
990.KA1U.A.01	Block_1_Unfertilized_station_A_position_1 KA1U.A.01	GAZ:United States of America	field soil	source
990.KA2F.D.03	Block_2_Fertilized_station_D_position_3 KA2F.D.03	GAZ:United States of America	field soil	source
990.KA3F.E.09	Block_3_Fertilized_station_E_position_9 KA3F.E.09	GAZ:United States of America	field soil	source
990.KA3U.C.06	Block_3_Unfertilized_station_C_position_6 KA3U.C.06	GAZ:United States of America	field soil	source
990.KA3U.B.04	Block_3_Unfertilized_station_B_position_4 KA3U.B.04	GAZ:United States of America	field soil	source
990.KA1U.B.18	Block_1_Unfertilized_station_B_position_18 KA1U.B.18	GAZ:United States of America	field soil	source
990.KA1U.D.03	Block_1_Unfertilized_station_D_position_3 KA1U.D.03	GAZ:United States of America	field soil	source
990.KA1U.B.13	Block_1_Unfertilized_station_B_position_13 KA1U.B.13	GAZ:United States of America	field soil	source
990.KA2U.B.16	Block_2_Unfertilized_station_B_position_16 KA2U.B.16	GAZ:United States of America	field soil	source
990.KA1U.B.01	Block_1_Unfertilized_station_B_position_1 KA1U.B.01	GAZ:United States of America	field soil	source
990.KA1U.B.08	Block_1_Unfertilized_station_B_position_8 KA1U.B.08	GAZ:United States of America	field soil	source
990.KA1F.B.02	Block_1_Fertilized_station_B_position_2 KA1F.B.02	GAZ:United States of America	field soil	source
990.KA1U.B.10	Block_1_Unfertilized_station_B_position_10 KA1U.B.10	GAZ:United States of America	field soil	source
990.KA3F.B.14	Block_3_Fertilized_station_B_position_14 KA3F.B.14	GAZ:United States of America	field soil	source
990.KA1F.E.09	Block_1_Fertilized_station_E_position_9 KA1F.E.09	GAZ:United States of America	field soil	source
990.KA1U.C.20	Block_1_Unfertilized_station_C_position_20 KA1U.C.20	GAZ:United States of America	field soil	source
990.KA2F.E.04	Block_2_Fertilized_station_E_position_4 KA2F.E.04	GAZ:United States of America	field soil	source
990.KA3F.A.11	Block_3_Fertilized_station_A_position_11 KA3F.A.11	GAZ:United States of America	field soil	source
990.KA3U.E.06	Block_3_Unfertilized_station_E_position_6 KA3U.E.06	GAZ:United States of America	field soil	source
990.KA2F.C.13	Block_2_Fertilized_station_C_position_13 KA2F.C.13	GAZ:United States of America	field soil	source
990.KA1F.D.10	Block_1_Fertilized_station_D_position_10 KA1F.D.10	GAZ:United States of America	field soil	source
990.KA3F.A.24	Block_3_Fertilized_station_A_position_24 KA3F.A.24	GAZ:United States of America	field soil	source
990.KA3U.E.25	Block_3_Unfertilized_station_E_position_25 KA3U.E.25	GAZ:United States of America	field soil	source
990.KA2F.D.08	Block_2_Fertilized_station_D_position_8 KA2F.D.08	GAZ:United States of America	field soil	source
990.KA1U.D.13	Block_1_Unfertilized_station_D_position_13 KA1U.D.13	GAZ:United States of America	field soil	source
990.KA3U.E.14	Block_3_Unfertilized_station_E_position_14 KA3U.E.14	GAZ:United States of America	field soil	source
990.KA1U.D.14	Block_1_Unfertilized_station_D_position_14 KA1U.D.14	GAZ:United States of America	field soil	source
990.KA3F.A.02	Block_3_Fertilized_station_A_position_2 KA3F.A.02	GAZ:United States of America	field soil	source
990.KA3F.A.18	Block_3_Fertilized_station_A_position_18 KA3F.A.18	GAZ:United States of America	field soil	source
990.KA2U.D.03	Block_2_Unfertilized_station_D_position_3 KA2U.D.03	GAZ:United States of America	field soil	source
990.KA3F.B.13	Block_3_Fertilized_station_B_position_13 KA3F.B.13	GAZ:United States of America	field soil	source
990.KA1U.D.17	Block_1_Unfertilized_station_D_position_17 KA1U.D.17	GAZ:United States of America	field soil	source
990.KA2F.C.18	Block_2_Fertilized_station_C_position_18 KA2F.C.18	GAZ:United States of America	field soil	source
990.KA3U.A.20	Block_3_Unfertilized_station_A_position_20 KA3U.A.20	GAZ:United States of America	field soil	source
990.KA3U.A.25	Block_3_Unfertilized_station_A_position_25 KA3U.A.25	GAZ:United States of America	field soil	source
990.KA1U.D.21	Block_1_Unfertilized_station_D_position_21 KA1U.D.21	GAZ:United States of America	field soil	source
990.KA3U.E.04	Block_3_Unfertilized_station_E_position_4 KA3U.E.04	GAZ:United States of America	field soil	source
990.KA3F.E.06	Block_3_Fertilized_station_E_position_6 KA3F.E.06	GAZ:United States of America	field soil	source
990.KA3U.D.18	Block_3_Unfertilized_station_D_position_18 KA3U.D.18	GAZ:United States of America	field soil	source
990.KA3U.E.07	Block_3_Unfertilized_station_E_position_7 KA3U.E.07	GAZ:United States of America	field soil	source
990.KA2U.D.07	Block_2_Unfertilized_station_D_position_7 KA2U.D.07	GAZ:United States of America	field soil	source
990.KA3F.A.10	Block_3_Fertilized_station_A_position_10 KA3F.A.10	GAZ:United States of America	field soil	source
990.KA3U.C.16	Block_3_Unfertilized_station_C_position_16 KA3U.C.16	GAZ:United States of America	field soil	source
990.KA1U.D.08	Block_1_Unfertilized_station_D_position_8 KA1U.D.08	GAZ:United States of America	field soil	source
990.KA3F.A.12	Block_3_Fertilized_station_A_position_12 KA3F.A.12	GAZ:United States of America	field soil	source
990.KA3F.E.16	Block_3_Fertilized_station_E_position_16 KA3F.E.16	GAZ:United States of America	field soil	source
990.KA1F.A.13	Block_1_Fertilized_station_A_position_13 KA1F.A.13	GAZ:United States of America	field soil	source
990.KA2U.E.15	Block_2_Unfertilized_station_E_position_15 KA2U.E.15	GAZ:United States of America	field soil	source
990.KA3F.E.12	Block_3_Fertilized_station_E_position_12 KA3F.E.12	GAZ:United States of America	field soil	source
990.KA2U.B.23	Block_2_Unfertilized_station_B_position_23 KA2U.B.23	GAZ:United States of America	field soil	source
990.KA2U.A.22	Block_2_Unfertilized_station_A_position_22 KA2U.A.22	GAZ:United States of America	field soil	source
990.KA1F.B.16	Block_1_Fertilized_station_B_position_16 KA1F.B.16	GAZ:United States of America	field soil	source
990.KA3U.B.05	Block_3_Unfertilized_station_B_position_5 KA3U.B.05	GAZ:United States of America	field soil	source
990.KA1F.A.22	Block_1_Fertilized_station_A_position_22 KA1F.A.22	GAZ:United States of America	field soil	source
990.KA2F.C.17	Block_2_Fertilized_station_C_position_17 KA2F.C.17	GAZ:United States of America	field soil	source
990.KA2U.E.21	Block_2_Unfertilized_station_E_position_21 KA2U.E.21	GAZ:United States of America	field soil	source
990.KA2U.D.15	Block_2_Unfertilized_station_D_position_15 KA2U.D.15	GAZ:United States of America	field soil	source
990.KA2U.A.25	Block_2_Unfertilized_station_A_position_25 KA2U.A.25	GAZ:United States of America	field soil	source
990.KA1F.D.15	Block_1_Fertilized_station_D_position_15 KA1F.D.15	GAZ:United States of America	field soil	source
990.KA2U.E.20	Block_2_Unfertilized_station_E_position_20 KA2U.E.20	GAZ:United States of America	field soil	source
990.KA3U.B.15	Block_3_Unfertilized_station_B_position_15 KA3U.B.15	GAZ:United States of America	field soil	source
990.KA2U.A.11	Block_2_Unfertilized_station_A_position_11 KA2U.A.11	GAZ:United States of America	field soil	source
990.KA3F.B.15	Block_3_Fertilized_station_B_position_15 KA3F.B.15	GAZ:United States of America	field soil	source
990.KA1F.D.04	Block_1_Fertilized_station_D_position_4 KA1F.D.04	GAZ:United States of America	field soil	source
990.KA1F.E.16	Block_1_Fertilized_station_E_position_16 KA1F.E.16	GAZ:United States of America	field soil	source
990.KA2F.D.14	Block_2_Fertilized_station_D_position_14 KA2F.D.14	GAZ:United States of America	field soil	source
990.KA1U.B.04	Block_1_Unfertilized_station_B_position_4 KA1U.B.04	GAZ:United States of America	field soil	source
990.KA2U.C.05	Block_2_Unfertilized_station_C_position_5 KA2U.C.05	GAZ:United States of America	field soil	source
990.KA2U.C.07	Block_2_Unfertilized_station_C_position_7 KA2U.C.07	GAZ:United States of America	field soil	source
990.KA1F.B.09	Block_1_Fertilized_station_B_position_9 KA1F.B.09	GAZ:United States of America	field soil	source
990.KA3F.D.21	Block_3_Fertilized_station_D_position_21 KA3F.D.21	GAZ:United States of America	field soil	source
990.KA3U.C.07	Block_3_Unfertilized_station_C_position_7 KA3U.C.07	GAZ:United States of America	field soil	source
990.KA2U.A.07	Block_2_Unfertilized_station_A_position_7 KA2U.A.07	GAZ:United States of America	field soil	source
990.KA2F.B.17	Block_2_Fertilized_station_B_position_17 KA2F.B.17	GAZ:United States of America	field soil	source
990.KA2U.B.02	Block_2_Unfertilized_station_B_position_2 KA2U.B.02	GAZ:United States of America	field soil	source
990.KA2F.D.22	Block_2_Fertilized_station_D_position_22 KA2F.D.22	GAZ:United States of America	field soil	source
990.KA2F.A.11	Block_2_Fertilized_station_A_position_11 KA2F.A.11	GAZ:United States of America	field soil	source
990.KA2U.C.14	Block_2_Unfertilized_station_C_position_14 KA2U.C.14	GAZ:United States of America	field soil	source
990.KA2U.D.02	Block_2_Unfertilized_station_D_position_2 KA2U.D.02	GAZ:United States of America	field soil	source
990.KA3U.A.19	Block_3_Unfertilized_station_A_position_19 KA3U.A.19	GAZ:United States of America	field soil	source
990.KA1F.E.14	Block_1_Fertilized_station_E_position_14 KA1F.E.14	GAZ:United States of America	field soil	source
990.KA3F.D.19	Block_3_Fertilized_station_D_position_19 KA3F.D.19	GAZ:United States of America	field soil	source
990.KA1F.E.15	Block_1_Fertilized_station_E_position_15 KA1F.E.15	GAZ:United States of America	field soil	source
990.KA2F.D.10	Block_2_Fertilized_station_D_position_10 KA2F.D.10	GAZ:United States of America	field soil	source
990.KA2F.E.16	Block_2_Fertilized_station_E_position_16 KA2F.E.16	GAZ:United States of America	field soil	source
990.KA2U.A.04	Block_2_Unfertilized_station_A_position_4 KA2U.A.04	GAZ:United States of America	field soil	source
990.KA3F.A.13	Block_3_Fertilized_station_A_position_13 KA3F.A.13	GAZ:United States of America	field soil	source
990.KA1F.B.01	Block_1_Fertilized_station_B_position_1 KA1F.B.01	GAZ:United States of America	field soil	source
990.KA1U.E.21	Block_1_Unfertilized_station_E_position_21 KA1U.E.21	GAZ:United States of America	field soil	source
990.KA2F.D.16	Block_2_Fertilized_station_D_position_16 KA2F.D.16	GAZ:United States of America	field soil	source
990.KA1F.C.08	Block_1_Fertilized_station_C_position_8 KA1F.C.08	GAZ:United States of America	field soil	source
990.KA3U.E.09	Block_3_Unfertilized_station_E_position_9 KA3U.E.09	GAZ:United States of America	field soil	source
990.KA3U.B.01	Block_3_Unfertilized_station_B_position_1 KA3U.B.01	GAZ:United States of America	field soil	source
990.KA1F.B.25	Block_1_Fertilized_station_B_position_25 KA1F.B.25	GAZ:United States of America	field soil	source
990.KA1U.C.18	Block_1_Unfertilized_station_C_position_18 KA1U.C.18	GAZ:United States of America	field soil	source
990.KA1U.C.01	Block_1_Unfertilized_station_C_position_1 KA1U.C.01	GAZ:United States of America	field soil	source
990.KA3U.B.11	Block_3_Unfertilized_station_B_position_11 KA3U.B.11	GAZ:United States of America	field soil	source
990.KA3U.A.13	Block_3_Unfertilized_station_A_position_13 KA3U.A.13	GAZ:United States of America	field soil	source
990.KA2U.D.21	Block_2_Unfertilized_station_D_position_21 KA2U.D.21	GAZ:United States of America	field soil	source
990.KA2F.B.03	Block_2_Fertilized_station_B_position_3 KA2F.B.03	GAZ:United States of America	field soil	source
990.KA2F.C.07	Block_2_Fertilized_station_C_position_7 KA2F.C.07	GAZ:United States of America	field soil	source
990.KA2F.C.06	Block_2_Fertilized_station_C_position_6 KA2F.C.06	GAZ:United States of America	field soil	source
990.KA2F.B.13	Block_2_Fertilized_station_B_position_13 KA2F.B.13	GAZ:United States of America	field soil	source
990.KA3U.D.06	Block_3_Unfertilized_station_D_position_6 KA3U.D.06	GAZ:United States of America	field soil	source
990.KA1U.E.06	Block_1_Unfertilized_station_E_position_6 KA1U.E.06	GAZ:United States of America	field soil	source
990.KA3F.E.10	Block_3_Fertilized_station_E_position_10 KA3F.E.10	GAZ:United States of America	field soil	source
990.KA2F.B.14	Block_2_Fertilized_station_B_position_14 KA2F.B.14	GAZ:United States of America	field soil	source
990.KA1F.A.19	Block_1_Fertilized_station_A_position_19 KA1F.A.19	GAZ:United States of America	field soil	source
990.KA3F.D.11	Block_3_Fertilized_station_D_position_11 KA3F.D.11	GAZ:United States of America	field soil	source
990.KA3F.C.25	Block_3_Fertilized_station_C_position_25 KA3F.C.25	GAZ:United States of America	field soil	source
990.KA3F.E.23	Block_3_Fertilized_station_E_position_23 KA3F.E.23	GAZ:United States of America	field soil	source
990.KA3F.D.05	Block_3_Fertilized_station_D_position_5 KA3F.D.05	GAZ:United States of America	field soil	source
990.KA3F.D.20	Block_3_Fertilized_station_D_position_20 KA3F.D.20	GAZ:United States of America	field soil	source
990.KA1U.A.04	Block_1_Unfertilized_station_A_position_4 KA1U.A.04	GAZ:United States of America	field soil	source
990.KA1U.A.12	Block_1_Unfertilized_station_A_position_12 KA1U.A.12	GAZ:United States of America	field soil	source
990.KA3U.D.03	Block_3_Unfertilized_station_D_position_3 KA3U.D.03	GAZ:United States of America	field soil	source
990.KA3F.A.19	Block_3_Fertilized_station_A_position_19 KA3F.A.19	GAZ:United States of America	field soil	source
990.KA2F.E.24	Block_2_Fertilized_station_E_position_24 KA2F.E.24	GAZ:United States of America	field soil	source
990.KA1U.C.15	Block_1_Unfertilized_station_C_position_15 KA1U.C.15	GAZ:United States of America	field soil	source
990.KA2F.A.13	Block_2_Fertilized_station_A_position_13 KA2F.A.13	GAZ:United States of America	field soil	source
990.KA1F.D.05	Block_1_Fertilized_station_D_position_5 KA1F.D.05	GAZ:United States of America	field soil	source
990.KA1U.A.10	Block_1_Unfertilized_station_A_position_10 KA1U.A.10	GAZ:United States of America	field soil	source
990.KA1F.B.04	Block_1_Fertilized_station_B_position_4 KA1F.B.04	GAZ:United States of America	field soil	source
990.KA2U.E.19	Block_2_Unfertilized_station_E_position_19 KA2U.E.19	GAZ:United States of America	field soil	source
990.KA1U.B.21	Block_1_Unfertilized_station_B_position_21 KA1U.B.21	GAZ:United States of America	field soil	source
990.KA1U.A.17	Block_1_Unfertilized_station_A_position_17 KA1U.A.17	GAZ:United States of America	field soil	source
990.KA2U.A.12	Block_2_Unfertilized_station_A_position_12 KA2U.A.12	GAZ:United States of America	field soil	source
990.KA3F.C.16	Block_3_Fertilized_station_C_position_16 KA3F.C.16	GAZ:United States of America	field soil	source
990.KA2U.B.03	Block_2_Unfertilized_station_B_position_3 KA2U.B.03	GAZ:United States of America	field soil	source
990.KA3F.C.06	Block_3_Fertilized_station_C_position_6 KA3F.C.06	GAZ:United States of America	field soil	source
990.KA1F.E.07	Block_1_Fertilized_station_E_position_7 KA1F.E.07	GAZ:United States of America	field soil	source
990.KA2U.D.09	Block_2_Unfertilized_station_D_position_9 KA2U.D.09	GAZ:United States of America	field soil	source
990.KA1F.C.03	Block_1_Fertilized_station_C_position_3 KA1F.C.03	GAZ:United States of America	field soil	source
990.KA2U.D.19	Block_2_Unfertilized_station_D_position_19 KA2U.D.19	GAZ:United States of America	field soil	source
990.KA1U.A.14	Block_1_Unfertilized_station_A_position_14 KA1U.A.14	GAZ:United States of America	field soil	source
990.KA3F.E.21	Block_3_Fertilized_station_E_position_21 KA3F.E.21	GAZ:United States of America	field soil	source
990.KA3F.B.22	Block_3_Fertilized_station_B_position_22 KA3F.B.22	GAZ:United States of America	field soil	source
990.KA1F.A.08	Block_1_Fertilized_station_A_position_8 KA1F.A.08	GAZ:United States of America	field soil	source
990.KA3F.D.02	Block_3_Fertilized_station_D_position_2 KA3F.D.02	GAZ:United States of America	field soil	source
990.KA1F.D.03	Block_1_Fertilized_station_D_position_3 KA1F.D.03	GAZ:United States of America	field soil	source
990.KA2F.D.21	Block_2_Fertilized_station_D_position_21 KA2F.D.21	GAZ:United States of America	field soil	source
990.KA3F.C.11	Block_3_Fertilized_station_C_position_11 KA3F.C.11	GAZ:United States of America	field soil	source
990.KA1F.A.06	Block_1_Fertilized_station_A_position_6 KA1F.A.06	GAZ:United States of America	field soil	source
990.KA3U.D.25	Block_3_Unfertilized_station_D_position_25 KA3U.D.25	GAZ:United States of America	field soil	source
990.KA2U.C.24	Block_2_Unfertilized_station_C_position_24 KA2U.C.24	GAZ:United States of America	field soil	source
990.KA3U.A.14	Block_3_Unfertilized_station_A_position_14 KA3U.A.14	GAZ:United States of America	field soil	source
990.KA2U.C.09	Block_2_Unfertilized_station_C_position_9 KA2U.C.09	GAZ:United States of America	field soil	source
990.KA2U.C.11	Block_2_Unfertilized_station_C_position_11 KA2U.C.11	GAZ:United States of America	field soil	source
990.KA2F.D.01	Block_2_Fertilized_station_D_position_1 KA2F.D.01	GAZ:United States of America	field soil	source
990.KA3U.A.17	Block_3_Unfertilized_station_A_position_17 KA3U.A.17	GAZ:United States of America	field soil	source
990.KA3F.C.19	Block_3_Fertilized_station_C_position_19 KA3F.C.19	GAZ:United States of America	field soil	source
990.KA1U.A.02	Block_1_Unfertilized_station_A_position_2 KA1U.A.02	GAZ:United States of America	field soil	source
990.KA3U.E.17	Block_3_Unfertilized_station_E_position_17 KA3U.E.17	GAZ:United States of America	field soil	source
990.KA1U.D.05	Block_1_Unfertilized_station_D_position_5 KA1U.D.05	GAZ:United States of America	field soil	source
990.KA1F.C.05	Block_1_Fertilized_station_C_position_5 KA1F.C.05	GAZ:United States of America	field soil	source
990.KA1U.A.25	Block_1_Unfertilized_station_A_position_25 KA1U.A.25	GAZ:United States of America	field soil	source
990.KA2U.C.01	Block_2_Unfertilized_station_C_position_1 KA2U.C.01	GAZ:United States of America	field soil	source
990.KA1U.A.18	Block_1_Unfertilized_station_A_position_18 KA1U.A.18	GAZ:United States of America	field soil	source
990.KA2U.C.13	Block_2_Unfertilized_station_C_position_13 KA2U.C.13	GAZ:United States of America	field soil	source
990.KA1F.A.10	Block_1_Fertilized_station_A_position_10 KA1F.A.10	GAZ:United States of America	field soil	source
990.KA1F.E.20	Block_1_Fertilized_station_E_position_20 KA1F.E.20	GAZ:United States of America	field soil	source
990.KA1F.A.05	Block_1_Fertilized_station_A_position_5 KA1F.A.05	GAZ:United States of America	field soil	source
990.KA1U.E.01	Block_1_Unfertilized_station_E_position_1 KA1U.E.01	GAZ:United States of America	field soil	source
990.KA2U.A.23	Block_2_Unfertilized_station_A_position_23 KA2U.A.23	GAZ:United States of America	field soil	source
990.KA2F.C.14	Block_2_Fertilized_station_C_position_14 KA2F.C.14	GAZ:United States of America	field soil	source
990.KA2F.B.10	Block_2_Fertilized_station_B_position_10 KA2F.B.10	GAZ:United States of America	field soil	source
990.KA1F.E.22	Block_1_Fertilized_station_E_position_22 KA1F.E.22	GAZ:United States of America	field soil	source
990.KA2U.D.24	Block_2_Unfertilized_station_D_position_24 KA2U.D.24	GAZ:United States of America	field soil	source
990.KA3F.D.13	Block_3_Fertilized_station_D_position_13 KA3F.D.13	GAZ:United States of America	field soil	source
990.KA1F.A.09	Block_1_Fertilized_station_A_position_9 KA1F.A.09	GAZ:United States of America	field soil	source
990.KA2U.E.05	Block_2_Unfertilized_station_E_position_5 KA2U.E.05	GAZ:United States of America	field soil	source
990.KA2U.C.17	Block_2_Unfertilized_station_C_position_17 KA2U.C.17	GAZ:United States of America	field soil	source
990.KA2F.D.02	Block_2_Fertilized_station_D_position_2 KA2F.D.02	GAZ:United States of America	field soil	source
990.KA2F.C.04	Block_2_Fertilized_station_C_position_4 KA2F.C.04	GAZ:United States of America	field soil	source
990.KA2F.E.14	Block_2_Fertilized_station_E_position_14 KA2F.E.14	GAZ:United States of America	field soil	source
990.KA2U.A.13	Block_2_Unfertilized_station_A_position_13 KA2U.A.13	GAZ:United States of America	field soil	source
990.KA3F.E.04	Block_3_Fertilized_station_E_position_4 KA3F.E.04	GAZ:United States of America	field soil	source
990.KA3U.A.05	Block_3_Unfertilized_station_A_position_5 KA3U.A.05	GAZ:United States of America	field soil	source
990.KA1U.E.08	Block_1_Unfertilized_station_E_position_8 KA1U.E.08	GAZ:United States of America	field soil	source
990.KA2U.E.24	Block_2_Unfertilized_station_E_position_24 KA2U.E.24	GAZ:United States of America	field soil	source
990.KA3U.B.22	Block_3_Unfertilized_station_B_position_22 KA3U.B.22	GAZ:United States of America	field soil	source
990.KA2F.C.21	Block_2_Fertilized_station_C_position_21 KA2F.C.21	GAZ:United States of America	field soil	source
990.KA2U.B.22	Block_2_Unfertilized_station_B_position_22 KA2U.B.22	GAZ:United States of America	field soil	source
990.KA3F.E.20	Block_3_Fertilized_station_E_position_20 KA3F.E.20	GAZ:United States of America	field soil	source
990.KA2U.B.10	Block_2_Unfertilized_station_B_position_10 KA2U.B.10	GAZ:United States of America	field soil	source
990.KA3F.B.04	Block_3_Fertilized_station_B_position_4 KA3F.B.04	GAZ:United States of America	field soil	source
990.KA2U.B.21	Block_2_Unfertilized_station_B_position_21 KA2U.B.21	GAZ:United States of America	field soil	source
