#SampleID	Description	country	Env	SourceSink
1043.Start.Hopland.20C.T0.03	Californian Grassland soil incubated with pyrolized plant material	GAZ:United States of America	grassland soil	source
1043.Start.Hopland.14C.T0.02	Californian Grassland soil incubated with pyrolized plant material	GAZ:United States of America	grassland soil	source
1043.Start.Hopland.14C.T0.01	Californian Grassland soil incubated with pyrolized plant material	GAZ:United States of America	grassland soil	source
1043.Hopland.20C.Wood.TP1.04	Californian Grassland soil incubated with pyrolized plant material	GAZ:United States of America	grassland soil	source
1043.Hopland.20C.Wood.TP1.03	Californian Grassland soil incubated with pyrolized plant material	GAZ:United States of America	grassland soil	source
1043.Hopland.20C.Wood.TP1.02	Californian Grassland soil incubated with pyrolized plant material	GAZ:United States of America	grassland soil	source
1043.Hopland.20C.Wood.TP1.01	Californian Grassland soil incubated with pyrolized plant material	GAZ:United States of America	grassland soil	source
1043.Hopland.20C.Control.TP1.04	Californian Grassland soil incubated with pyrolized plant material	GAZ:United States of America	grassland soil	source
1043.Hopland.20C.Control.TP1.03	Californian Grassland soil incubated with pyrolized plant material	GAZ:United States of America	grassland soil	source
1043.Hopland.20C.Control.TP1.02	Californian Grassland soil incubated with pyrolized plant material	GAZ:United States of America	grassland soil	source
1043.Hopland.20C.Control.TP1.01	Californian Grassland soil incubated with pyrolized plant material	GAZ:United States of America	grassland soil	source
1043.Hopland.20C.BC.TP1.04	Californian Grassland soil incubated with pyrolized plant material	GAZ:United States of America	grassland soil	source
1043.Hopland.20C.BC.TP1.03	Californian Grassland soil incubated with pyrolized plant material	GAZ:United States of America	grassland soil	source
1043.Hopland.20C.BC.TP1.02	Californian Grassland soil incubated with pyrolized plant material	GAZ:United States of America	grassland soil	source
1043.Hopland.20C.BC.TP1.01	Californian Grassland soil incubated with pyrolized plant material	GAZ:United States of America	grassland soil	source
1043.Hopland.14C.Wood.TP1.04	Californian Grassland soil incubated with pyrolized plant material	GAZ:United States of America	grassland soil	source
1043.Hopland.14C.Wood.TP1.03	Californian Grassland soil incubated with pyrolized plant material	GAZ:United States of America	grassland soil	source
1043.Hopland.14C.Wood.TP1.02	Californian Grassland soil incubated with pyrolized plant material	GAZ:United States of America	grassland soil	source
1043.Hopland.14C.Wood.TP1.01	Californian Grassland soil incubated with pyrolized plant material	GAZ:United States of America	grassland soil	source
1043.Hopland.14C.Control.TP1.04	Californian Grassland soil incubated with pyrolized plant material	GAZ:United States of America	grassland soil	source
1043.Hopland.14C.Control.TP1.03	Californian Grassland soil incubated with pyrolized plant material	GAZ:United States of America	grassland soil	source
1043.Hopland.14C.Control.TP1.02	Californian Grassland soil incubated with pyrolized plant material	GAZ:United States of America	grassland soil	source
1043.Hopland.14C.Control.TP1.01	Californian Grassland soil incubated with pyrolized plant material	GAZ:United States of America	grassland soil	source
1043.Hopland.14C.BC.TP1.04	Californian Grassland soil incubated with pyrolized plant material	GAZ:United States of America	grassland soil	source
1043.Hopland.14C.BC.TP1.03	Californian Grassland soil incubated with pyrolized plant material	GAZ:United States of America	grassland soil	source
1043.Hopland.14C.BC.TP1.02	Californian Grassland soil incubated with pyrolized plant material	GAZ:United States of America	grassland soil	source
1043.Hopland.14C.BC.TP1.01	Californian Grassland soil incubated with pyrolized plant material	GAZ:United States of America	grassland soil	source
1289.KH65	soil metagenomeC4R9-N-NI-8-B-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH64	soil metagenomeC10R2-N-NI-8-A-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH63	soil metagenomeC10R11-N-NI-7-B-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH61	soil metagenomeC1R12-N-NI-6-B-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH60	soil metagenomeC7R7-N-NI-6-A-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH59	soil metagenomeC8R5-N-NI-5-B-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH58	soil metagenomeC3R11-N-NI-5-A-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH57	soil metagenomeC7R5-N-NI-4-B-OCT0-10cm_soil	GAZ:United States of America	field	source
1289.KH56	soil metagenomeC6R6-N-NI-4-B-OCT0-10cm_soil	GAZ:United States of America	field	source
1289.KH55	soil metagenomeC8R10-N-NI-3-B-OCT0-10cm_soil	GAZ:United States of America	field	source
1289.KH54	soil metagenomeC4R8-N-NI-3-A-OCT0-10cm_soil	GAZ:United States of America	field	source
1289.KH53	soil metagenomeC1R1-N-N1-2-B-OCT0-10cm_soil	GAZ:United States of America	field	source
1289.KH52	soil metagenomeC8R2-N-NI-2-A-OCT0-10cm_soil	GAZ:United States of America	field	source
1289.KH51	soil metagenomeC3R11-N-NI-1-B-OCT0-10cm_soil	GAZ:United States of America	field	source
1289.KH50	soil metagenomeC8R5-N-NI-1-A-OCT0-10cm_soil	GAZ:United States of America	field	source
1289.KH49	soil metagenomeC3R4-N-I-8-B-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH48	soil metagenomeC3R4-N-I-8-B-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH47	soil metagenomeC2R8-N-I-8-A-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH46	soil metagenomeC7R1-N-I-7-B-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH45	soil metagenomeC7R5-N-I-7-A-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH44	soil metagenomeC2R9-N-I-6-B-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH43	soil metagenomeC5R1-N-I-6-A-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH42	soil metagenomeC7R13-N-I-5-B-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH41	soil metagenomeC3R2-N-I-5-A-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH40	soil metagenomeC8R3-N-I-4-B-OCT0-10cm_soil	GAZ:United States of America	field	source
1289.KH39	soil metagenomeC8R8-N-I-4-A-OCT-0-10cm_soil	GAZ:United States of America	field	source
1289.KH38	soil metagenomeC1R2-N-I-3-B-OCT0-10cm_soil	GAZ:United States of America	field	source
1289.KH37	soil metagenomeC7R7-N-I-3-A-OCT0-10cm_soil	GAZ:United States of America	field	source
1289.KH36	soil metagenomeC3R4-N-I-2-B-OCT0-10cm_soil	GAZ:United States of America	field	source
1289.KH35	soil metagenomeC6R13-N-I-2-A-OCT0-10cm_soil	GAZ:United States of America	field	source
1289.KH34	soil metagenomeC8R4-N-I-1-B-OCT0-10cm_soil	GAZ:United States of America	field	source
1289.KH33	soil metagenomeC6R8-N-I-1-A-OCT0-10cm_soil	GAZ:United States of America	field	source
1289.KH32	soil metagenomeC1R7-E-NI-8-B-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH31	soil metagenomeC1R5-E-NI-8-A-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH30	soil metagenomeC8R12-E-NI-7-B-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH29	soil metagenomeC9R6-E-NI-7-A-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH28	soil metagenomeC3R3-E-NI-6-B-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH27	soil metagenomeC4R14-E-NI-6-A-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH26	soil metagenomeC6R9-E-NI-5-B-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH25	soil metagenomeC2R1-E-NI-5-A-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH24	soil metagenomeC5R1-E-NI-4-B-OCT0-10cm_soil	GAZ:United States of America	field	source
1289.KH23	soil metagenomeC2R7-E-NI-4-A-OCT0-10cm_soil	GAZ:United States of America	field	source
1289.KH22	soil metagenomeC3R8-E-NI-3-B-OCT0-10cm_soil	GAZ:United States of America	field	source
1289.KH21	soil metagenomeC2R5-E-NI-3-A-OCT0-10cm_soil	GAZ:United States of America	field	source
1289.KH20	soil metagenomeC7R12-E-NI-2-B-OCT0-10cm_soil	GAZ:United States of America	field	source
1289.KH19	soil metagenomeC1R7-E-NI-2-A-OCT0-10cm_soil	GAZ:United States of America	field	source
1289.KH18	soil metagenomeC1R5-E-NI-1-B-OCT0-10cm_soil	GAZ:United States of America	field	source
1289.KH17	soil metagenomeC4R4-E-NI-1-A-OCT0-10cm_soil	GAZ:United States of America	field	source
1289.KH16	soil metagenomeC1R10-E-I-8-B-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH15	soil metagenomeC7R2-E-I-8-A-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH14	soil metagenomeC6R12-E-I-7-B-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH13	soil metagenomeC9R8-E-I-7-A-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH12	soil metagenomeC3R13-E-I-6-B-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH11	soil metagenomeC9R4-E-I-6-A-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH10	soil metagenomeC1R4-E-I-5-B-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH9	soil metagenomeC10R5-E-I-5-A-MAR0-10cm_soil	GAZ:United States of America	field	source
1289.KH8	soil metagenomeC8R13-E-I-4-B-OCT0-10cm_soil	GAZ:United States of America	field	source
1289.KH7	soil metagenomeC5R5-E-I-4-A-OCT0-10cm_soil	GAZ:United States of America	field	source
1289.KH6	soil metagenomeC8R11-E-I-3-B-OCT0-10cm_soil	GAZ:United States of America	field	source
1289.KH4	soil metagenomeC2R3-E-I-2-B-OCT0-10cm_soil	GAZ:United States of America	field	source
1289.KH3	soil metagenomeC3R12-E-I-2-A-OCT0-10cm_soil	GAZ:United States of America	field	source
1289.KH2	soil metagenomeC7R2-E-I-1-B-OCT0-10cm_soil	GAZ:United States of America	field	source
1289.KH1	soil metagenomeC4R11-E-I-1-A-OCT0-10cm_soil	GAZ:United States of America	field	source
1521.BF1.s.6.1.sequences	soil metagenome BF1	GAZ:United States of America	forest	source
1521.BB2.s.6.1.sequences	soil metagenome BB2	GAZ:United States of America	forest soil	source
1521.VC1.s.6.1.sequences	soil metagenome VC1	GAZ:United States of America	dry soil	source
1521.Too.3.s.6.1.sequences	soil metagenome Too.3	GAZ:Canada	tundra	source
1521.Too.1.s.6.1.sequences	soil metagenome Too.1	GAZ:Canada	tundra	source
1521.TL3.s.6.1.sequences	soil metagenome TL3	GAZ:United States of America	forest soil	source
1521.TL1.s.6.1.sequences	soil metagenome TL1	GAZ:United States of America	forest soil	source
1521.SV2.s.6.1.sequences	soil metagenome SV2	GAZ:United States of America	dry soil	source
1521.SV1.M.s.6.1.sequences	soil metagenome SV1.M	GAZ:United States of America	dry soil	source
1521.SV1.s.6.1.sequences	soil metagenome SV1	GAZ:United States of America	dry soil	source
1521.SR3.s.6.1.sequences	soil metagenome SR3	GAZ:United States of America	forest	source
1521.SR2.s.6.1.sequences	soil metagenome SR2	GAZ:United States of America	forest	source
1521.SR1.s.6.1.sequences	soil metagenome SR1	GAZ:United States of America	forest	source
1521.SP2.s.6.1.sequences	soil metagenome SP2	GAZ:United States of America	forest	source
1521.SP1.s.6.1.sequences	soil metagenome SP1	GAZ:United States of America	forest	source
1521.SN3.s.6.1.sequences	soil metagenome SN3	GAZ:United States of America	grassland soil	source
1521.SK2.s.6.1.sequences	soil metagenome SK2	GAZ:Canada	forest	source
1521.SK1.s.6.1.sequences	soil metagenome SK1	GAZ:Canada	forest	source
1521.SF2.M.s.6.1.sequences	soil metagenome SF2.M	GAZ:United States of America	dry soil	source
1521.SF2.s.6.1.sequences	soil metagenome SF2	GAZ:United States of America	dry soil	source
1521.SF1.s.6.1.sequences	soil metagenome SF1	GAZ:United States of America	dry soil	source
1521.SA1.s.6.1.sequences	soil metagenome SA1	GAZ:United States of America	dry soil	source
1521.RT2.s.6.1.sequences	soil metagenome RT2	GAZ:United States of America	grassland soil	source
1521.PE7.s.6.1.sequences	soil metagenome PE7	GAZ:Peru	forest	source
1521.PE6.M.s.6.1.sequences	soil metagenome PE6.M	GAZ:Peru	forest	source
1521.PE6.s.6.1.sequences	soil metagenome PE6	GAZ:Peru	forest	source
1521.PE5.s.6.1.sequences	soil metagenome PE5	GAZ:Peru	forest	source
1521.NTP9.s.6.1.sequences	soil metagenome NTP9	GAZ:United States of America	grassland soil	source
1521.NTP8.s.6.1.sequences	soil metagenome NTP8	GAZ:United States of America	grassland soil	source
1521.NTP4.s.6.1.sequences	soil metagenome NTP4	GAZ:United States of America	grassland soil	source
1521.NTP39.s.6.1.sequences	soil metagenome NTP39	GAZ:United States of America	grassland soil	source
1521.NTP38.s.6.1.sequences	soil metagenome NTP38	GAZ:United States of America	grassland soil	source
1521.NTP36.s.6.1.sequences	soil metagenome NTP36	GAZ:United States of America	grassland soil	source
1521.NTP34.s.6.1.sequences	soil metagenome NTP34	GAZ:United States of America	grassland soil	source
1521.NTP33.s.6.1.sequences	soil metagenome NTP33	GAZ:United States of America	grassland soil	source
1521.NTP29.s.6.1.sequences	soil metagenome NTP29	GAZ:United States of America	grassland soil	source
1521.NTP28.s.6.1.sequences	soil metagenome NTP28	GAZ:United States of America	grassland soil	source
1521.NTP27.s.6.1.sequences	soil metagenome NTP27	GAZ:United States of America	grassland soil	source
1521.NTP26.s.6.1.sequences	soil metagenome NTP26	GAZ:United States of America	grassland soil	source
1521.NTP25.s.6.1.sequences	soil metagenome NTP25	GAZ:United States of America	grassland soil	source
1521.NTP24.s.6.1.sequences	soil metagenome NTP24	GAZ:United States of America	grassland soil	source
1521.NTP2.s.6.1.sequences	soil metagenome NTP2	GAZ:United States of America	grassland soil	source
1521.NTP18.s.6.1.sequences	soil metagenome NTP18	GAZ:United States of America	grassland soil	source
1521.NTP13.s.6.1.sequences	soil metagenome NTP13	GAZ:United States of America	grassland soil	source
1521.NTP12.s.6.1.sequences	soil metagenome NTP12	GAZ:United States of America	grassland soil	source
1521.NTP11.s.6.1.sequences	soil metagenome NTP11	GAZ:United States of America	grassland soil	source
1521.MT2.s.6.1.sequences	soil metagenome MT2	GAZ:United States of America	forest	source
1521.MT1.s.6.1.sequences	soil metagenome MT1	GAZ:United States of America	forest	source
1521.MP1.s.6.1.sequences	soil metagenome MP1	GAZ:United States of America	forest	source
1521.MD5.s.6.1.sequences	soil metagenome MD5	GAZ:United States of America	dry soil	source
1521.MD4.s.6.1.sequences	soil metagenome MD4	GAZ:United States of America	dry soil	source
1521.MD3.M.s.6.1.sequences	soil metagenome MD3.M	GAZ:United States of America	dry soil	source
1521.MD3.s.6.1.sequences	soil metagenome MD3	GAZ:United States of America	dry soil	source
1521.MD2.s.6.1.sequences	soil metagenome MD2	GAZ:United States of America	dry soil	source
1521.LQ3.s.6.1.sequences	soil metagenome LQ3	GAZ:United States of America	forest	source
1521.LQ2.s.6.1.sequences	soil metagenome LQ2	GAZ:United States of America	forest	source
1521.KP4.s.6.1.sequences	soil metagenome KP4	GAZ:United States of America	grassland soil	source
1521.KP1.s.6.1.sequences	soil metagenome KP1	GAZ:United States of America	grassland soil	source
1521.IT1.s.6.1.sequences	soil metagenome IT1	GAZ:United States of America	forest	source
1521.IE2.s.6.1.sequences	soil metagenome IE2	GAZ:United States of America	forest	source
1521.IE1.s.6.1.sequences	soil metagenome IE1	GAZ:United States of America	forest	source
1521.HJ2.s.6.1.sequences	soil metagenome HJ2	GAZ:United States of America	forest	source
1521.HJ1.s.6.1.sequences	soil metagenome HJ1	GAZ:United States of America	forest	source
1521.HI4.s.6.1.sequences	soil metagenome HI4	GAZ:United States of America	grassland soil	source
1521.HI2.s.6.1.sequences	soil metagenome HI2	GAZ:United States of America	grassland soil	source
1521.HI1.s.6.1.sequences	soil metagenome HI1	GAZ:United States of America	grassland soil	source
1521.H4.s.6.1.sequences	soil metagenome H4	GAZ:Canada	tundra	source
1521.H3.s.6.1.sequences	soil metagenome H3	GAZ:Canada	tundra	source
1521.GB5.s.6.1.sequences	soil metagenome GB5	GAZ:United States of America	grassland soil	source
1521.GB3.s.6.1.sequences	soil metagenome GB3	GAZ:United States of America	grassland soil	source
1521.GB1.s.6.1.sequences	soil metagenome GB1	GAZ:United States of America	grassland soil	source
1521.EB154.s.6.1.sequences	soil metagenome EB154	GAZ:Tanzania	grassland soil	source
1521.EB153.s.6.1.sequences	soil metagenome EB153	GAZ:Tanzania	grassland soil	source
1521.EB152.s.6.1.sequences	soil metagenome EB152	GAZ:Tanzania	grassland soil	source
1521.EB151.s.6.1.sequences	soil metagenome EB151	GAZ:Tanzania	grassland soil	source
1521.EB150.s.6.1.sequences	soil metagenome EB150	GAZ:Tanzania	grassland soil	source
1521.EB149.s.6.1.sequences	soil metagenome EB149	GAZ:Tanzania	grassland soil	source
1521.EB148.s.6.1.sequences	soil metagenome EB148	GAZ:Tanzania	grassland soil	source
1521.Wetland.soil.s.8.1.sequences	soil metagenome Wetland.soil	GAZ:Canada	grassland soil	source
1521.Temperate.rain.forest.s.8.1.sequences	soil metagenome Temperate.rain.forest	GAZ:Canada	forest	source
1521.Temperate.deciduous.forest.s.8.1.sequences	soil metagenome Temperate.deciduous.forest	GAZ:Canada	forest	source
1521.Tar.sand.2.s.8.1.sequences	hydrocarbon metagenome Tar.sand.2	GAZ:Canada	grassland soil	source
1521.Boreal.coniferous.forest.s.8.1.sequences	soil metagenome Boreal.coniferous.forest	GAZ:Canada	forest	source
1521.Arctic.Tundra.2.s.8.1.sequences	soil metagenome Arctic.Tundra.2	GAZ:Canada	clay soil	source
1521.Arctic.Tundra.1.s.8.1.sequences	soil metagenome Arctic.Tundra.1	GAZ:Canada	grassland soil	source
1521.Agricultural.soil.wheat.s.8.1.sequences	soil metagenome Agricultural.soil.wheat	GAZ:Canada	field soil	source
1521.Agricultural.soil.soy.s.8.1.sequences	soil metagenome Agricultural.soil.soy	GAZ:Canada	field soil	source
1521.EB147.s.6.1.sequences	soil metagenome EB147	GAZ:Tanzania	grassland soil	source
1521.EB146.s.6.1.sequences	soil metagenome EB146	GAZ:Tanzania	grassland soil	source
1521.EB145.s.6.1.sequences	soil metagenome EB145	GAZ:Tanzania	grassland soil	source
1521.EB144.s.6.1.sequences	soil metagenome EB144	GAZ:Tanzania	grassland soil	source
1521.EB143.s.6.1.sequences	soil metagenome EB143	GAZ:Tanzania	grassland soil	source
1521.EB142.s.6.1.sequences	soil metagenome EB142	GAZ:Tanzania	grassland soil	source
1521.EB141.s.6.1.sequences	soil metagenome EB141	GAZ:Tanzania	grassland soil	source
1521.EB140.s.6.1.sequences	soil metagenome EB140	GAZ:Tanzania	grassland soil	source
1521.EB139.s.6.1.sequences	soil metagenome EB139	GAZ:Tanzania	grassland soil	source
1521.EB138.s.6.1.sequences	soil metagenome EB138	GAZ:Tanzania	grassland soil	source
1521.EB137.s.6.1.sequences	soil metagenome EB137	GAZ:Tanzania	grassland soil	source
1521.EB136.s.6.1.sequences	soil metagenome EB136	GAZ:Tanzania	grassland soil	source
1521.EB135.s.6.1.sequences	soil metagenome EB135	GAZ:Tanzania	grassland soil	source
1521.EB134.s.6.1.sequences	soil metagenome EB134	GAZ:Tanzania	grassland soil	source
1521.EB133.s.6.1.sequences	soil metagenome EB133	GAZ:Tanzania	grassland soil	source
1521.EB132.s.6.1.sequences	soil metagenome EB132	GAZ:Tanzania	grassland soil	source
1521.EB131.s.6.1.sequences	soil metagenome EB131	GAZ:Tanzania	grassland soil	source
1521.EB130.s.6.1.sequences	soil metagenome EB130	GAZ:Tanzania	grassland soil	source
1521.EB129.s.6.1.sequences	soil metagenome EB129	GAZ:Tanzania	grassland soil	source
1521.EB128.s.6.1.sequences	soil metagenome EB128	GAZ:Tanzania	grassland soil	source
1521.EB126.s.6.1.sequences	soil metagenome EB126	GAZ:Tanzania	grassland soil	source
1521.EB125.s.6.1.sequences	soil metagenome EB125	GAZ:Tanzania	grassland soil	source
1521.EB124.s.6.1.sequences	soil metagenome EB124	GAZ:Tanzania	grassland soil	source
1521.EB123.s.6.1.sequences	soil metagenome EB123	GAZ:Tanzania	grassland soil	source
1521.EB121.s.6.1.sequences	soil metagenome EB121	GAZ:Tanzania	grassland soil	source
1521.EB120.s.6.1.sequences	soil metagenome EB120	GAZ:Tanzania	grassland soil	source
1521.EB119.s.6.1.sequences	soil metagenome EB119	GAZ:Tanzania	grassland soil	source
1521.EB118.s.6.1.sequences	soil metagenome EB118	GAZ:Tanzania	grassland soil	source
1521.EB117.s.6.1.sequences	soil metagenome EB117	GAZ:Tanzania	grassland soil	source
1521.EB116.s.6.1.sequences	soil metagenome EB116	GAZ:Tanzania	grassland soil	source
1521.EB115.s.6.1.sequences	soil metagenome EB115	GAZ:Tanzania	grassland soil	source
1521.EB114.s.6.1.sequences	soil metagenome EB114	GAZ:Tanzania	grassland soil	source
1521.EB113.s.6.1.sequences	soil metagenome EB113	GAZ:Tanzania	grassland soil	source
1521.EB112.s.6.1.sequences	soil metagenome EB112	GAZ:Tanzania	grassland soil	source
1521.EB111.s.6.1.sequences	soil metagenome EB111	GAZ:Tanzania	grassland soil	source
1521.EB110.s.6.1.sequences	soil metagenome EB110	GAZ:Tanzania	grassland soil	source
1521.EB109.s.6.1.sequences	soil metagenome EB109	GAZ:Tanzania	grassland soil	source
1521.EB108.s.6.1.sequences	soil metagenome EB108	GAZ:Tanzania	grassland soil	source
1521.EB106.s.6.1.sequences	soil metagenome EB106	GAZ:Tanzania	grassland soil	source
1521.EB105.s.6.1.sequences	soil metagenome EB105	GAZ:Tanzania	grassland soil	source
1521.EB104.s.6.1.sequences	soil metagenome EB104	GAZ:Tanzania	grassland soil	source
1521.EB103.s.6.1.sequences	soil metagenome EB103	GAZ:Tanzania	grassland soil	source
1521.EB102.s.6.1.sequences	soil metagenome EB102	GAZ:Tanzania	grassland soil	source
1521.EB101.s.6.1.sequences	soil metagenome EB101	GAZ:Tanzania	grassland soil	source
1521.EB100.s.6.1.sequences	soil metagenome EB100	GAZ:Tanzania	grassland soil	source
1521.EB099.s.6.1.sequences	soil metagenome EB099	GAZ:Tanzania	grassland soil	source
1521.EB098.s.6.1.sequences	soil metagenome EB098	GAZ:Tanzania	grassland soil	source
1521.EB097.s.6.1.sequences	soil metagenome EB097	GAZ:Tanzania	grassland soil	source
1521.EB096.s.6.1.sequences	soil metagenome EB096	GAZ:Tanzania	grassland soil	source
1521.EB095.s.6.1.sequences	soil metagenome EB095	GAZ:Tanzania	grassland soil	source
1521.EB094.s.6.1.sequences	soil metagenome EB094	GAZ:Tanzania	grassland soil	source
1521.EB093.s.6.1.sequences	soil metagenome EB093	GAZ:Tanzania	grassland soil	source
1521.EB092.s.6.1.sequences	soil metagenome EB092	GAZ:Tanzania	grassland soil	source
1521.EB091.s.6.1.sequences	soil metagenome EB091	GAZ:Tanzania	grassland soil	source
1521.EB090.s.6.1.sequences	soil metagenome EB090	GAZ:Tanzania	grassland soil	source
1521.EB089.s.6.1.sequences	soil metagenome EB089	GAZ:Tanzania	grassland soil	source
1521.EB088.s.6.1.sequences	soil metagenome EB088	GAZ:Tanzania	grassland soil	source
1521.EB087.s.6.1.sequences	soil metagenome EB087	GAZ:Tanzania	grassland soil	source
1521.EB086.s.6.1.sequences	soil metagenome EB086	GAZ:Tanzania	grassland soil	source
1521.EB085.s.6.1.sequences	soil metagenome EB085	GAZ:Tanzania	grassland soil	source
1521.EB084.s.6.1.sequences	soil metagenome EB084	GAZ:Tanzania	grassland soil	source
1521.EB083.s.6.1.sequences	soil metagenome EB083	GAZ:Tanzania	grassland soil	source
1521.EB082.s.6.1.sequences	soil metagenome EB082	GAZ:Tanzania	grassland soil	source
1521.EB081.s.6.1.sequences	soil metagenome EB081	GAZ:Tanzania	grassland soil	source
1521.EB080.s.6.1.sequences	soil metagenome EB080	GAZ:Tanzania	grassland soil	source
1521.EB079.s.6.1.sequences	soil metagenome EB079	GAZ:Tanzania	grassland soil	source
1521.EB078.s.6.1.sequences	soil metagenome EB078	GAZ:Tanzania	grassland soil	source
1521.EB077.s.6.1.sequences	soil metagenome EB077	GAZ:Tanzania	grassland soil	source
1521.EB076.s.6.1.sequences	soil metagenome EB076	GAZ:Tanzania	grassland soil	source
1521.EB075.s.6.1.sequences	soil metagenome EB075	GAZ:Tanzania	grassland soil	source
1521.EB074.s.6.1.sequences	soil metagenome EB074	GAZ:Tanzania	grassland soil	source
1521.EB073.s.6.1.sequences	soil metagenome EB073	GAZ:Tanzania	grassland soil	source
1521.EB071.s.6.1.sequences	soil metagenome EB071	GAZ:Tanzania	grassland soil	source
1521.EB070.s.6.1.sequences	soil metagenome EB070	GAZ:Tanzania	grassland soil	source
1521.EB069.s.6.1.sequences	soil metagenome EB069	GAZ:Tanzania	grassland soil	source
1521.EB068.s.6.1.sequences	soil metagenome EB068	GAZ:Tanzania	grassland soil	source
1521.EB067.s.6.1.sequences	soil metagenome EB067	GAZ:Tanzania	grassland soil	source
1521.EB066.s.6.1.sequences	soil metagenome EB066	GAZ:Tanzania	grassland soil	source
1521.EB065.s.6.1.sequences	soil metagenome EB065	GAZ:Tanzania	grassland soil	source
1521.EB064.s.6.1.sequences	soil metagenome EB064	GAZ:Tanzania	grassland soil	source
1521.EB063.s.6.1.sequences	soil metagenome EB063	GAZ:Tanzania	grassland soil	source
1521.EB062.s.6.1.sequences	soil metagenome EB062	GAZ:Tanzania	grassland soil	source
1521.EB061.s.6.1.sequences	soil metagenome EB061	GAZ:Tanzania	grassland soil	source
1521.EB060.s.6.1.sequences	soil metagenome EB060	GAZ:Tanzania	grassland soil	source
1521.EB059.s.6.1.sequences	soil metagenome EB059	GAZ:Tanzania	grassland soil	source
1521.EB058.s.6.1.sequences	soil metagenome EB058	GAZ:Tanzania	grassland soil	source
1521.EB057.s.6.1.sequences	soil metagenome EB057	GAZ:Tanzania	grassland soil	source
1521.EB056.s.6.1.sequences	soil metagenome EB056	GAZ:Tanzania	grassland soil	source
1521.EB055.s.6.1.sequences	soil metagenome EB055	GAZ:Tanzania	grassland soil	source
1521.EB054.s.6.1.sequences	soil metagenome EB054	GAZ:Tanzania	grassland soil	source
1521.EB053.s.6.1.sequences	soil metagenome EB053	GAZ:Tanzania	grassland soil	source
1521.EB052.s.6.1.sequences	soil metagenome EB052	GAZ:Tanzania	grassland soil	source
1521.EB051.s.6.1.sequences	soil metagenome EB051	GAZ:Tanzania	grassland soil	source
1521.EB050.s.6.1.sequences	soil metagenome EB050	GAZ:Tanzania	grassland soil	source
1521.EB049.s.6.1.sequences	soil metagenome EB049	GAZ:Tanzania	grassland soil	source
1521.EB048.s.6.1.sequences	soil metagenome EB048	GAZ:Tanzania	grassland soil	source
1521.EB047.s.6.1.sequences	soil metagenome EB047	GAZ:Tanzania	grassland soil	source
1521.EB046.s.6.1.sequences	soil metagenome EB046	GAZ:Tanzania	grassland soil	source
1521.EB045.s.6.1.sequences	soil metagenome EB045	GAZ:Tanzania	grassland soil	source
1521.EB044.s.6.1.sequences	soil metagenome EB044	GAZ:Tanzania	grassland soil	source
1521.EB043.s.6.1.sequences	soil metagenome EB043	GAZ:Tanzania	grassland soil	source
1521.EB042.s.6.1.sequences	soil metagenome EB042	GAZ:Tanzania	grassland soil	source
1521.EB041.s.6.1.sequences	soil metagenome EB041	GAZ:Tanzania	grassland soil	source
1521.EB040.s.6.1.sequences	soil metagenome EB040	GAZ:Tanzania	grassland soil	source
1521.EB039.s.6.1.sequences	soil metagenome EB039	GAZ:Tanzania	grassland soil	source
1521.EB038.s.6.1.sequences	soil metagenome EB038	GAZ:Tanzania	grassland soil	source
1521.EB037.s.6.1.sequences	soil metagenome EB037	GAZ:Tanzania	grassland soil	source
1521.EB036.s.6.1.sequences	soil metagenome EB036	GAZ:Tanzania	grassland soil	source
