	515rcbc32	515rcbc25	515rcbc16	515rcbc34	515rcbc29	515rcbc11	515rcbc31	515rcbc33	515rcbc10	515rcbc9	515rcbc8	515rcbc12	515rcbc27	515rcbc19	515rcbc30	515rcbc23	515rcbc22	515rcbc28	515rcbc37	515rcbc17	515rcbc14	515rcbc35	515rcbc18	515rcbc13	515rcbc36	515rcbc15	515rcbc24	515rcbc21	515rcbc26	515rcbc20
515rcbc32	0.0	0.210426989373	0.171256247196	0.245711903343	0.229017155512	0.164696621738	0.169115230317	0.226679599034	0.205241721362	0.213686509709	0.156472682126	0.375276142149	0.227909509097	0.167709801901	0.226600906805	0.255877654225	0.17968256733	0.200861140163	0.248924645121	0.250438544714	0.256888764235	0.303758980131	0.220621105966	0.221160054027	0.600563736258	0.288433378923	0.218294383245	0.225660128036	0.261707816576	0.306993195301
515rcbc25	0.210426989373	0.0	0.213947861227	0.336590658713	0.308887697182	0.260597348668	0.281576699545	0.238989525265	0.314011854358	0.297001610677	0.246830083743	0.434083679149	0.315091110306	0.277600718144	0.357735884517	0.325406469889	0.218688395779	0.231355328375	0.34379253988	0.326932220897	0.23958248148	0.438223431302	0.3221593061	0.309504778894	0.655242850996	0.365120431936	0.317047297587	0.314276065852	0.353396178043	0.394363437135
515rcbc16	0.171256247196	0.213947861227	0.0	0.239065358056	0.176917686852	0.121590191939	0.177026620688	0.179545315464	0.195965115939	0.161724816158	0.220267158163	0.351213667471	0.215455134726	0.1613048287	0.257131533964	0.20781753832	0.134725138617	0.157556206011	0.18640170732	0.219350429079	0.156231208968	0.369547790211	0.233162347627	0.220374115579	0.556113506285	0.275449273558	0.228566915196	0.252741838827	0.293554919594	0.260754035001
515rcbc34	0.245711903343	0.336590658713	0.239065358056	0.0	0.143584125879	0.24639573229	0.246446963445	0.236543131367	0.192761599694	0.176928976212	0.248420510477	0.385406968346	0.177776231471	0.223408447117	0.160067692176	0.269019440573	0.203491650933	0.217990543183	0.198295089766	0.117158010161	0.276143306447	0.233852056452	0.0863462316163	0.192633487274	0.586894043041	0.131205198083	0.130112142043	0.193309986332	0.148143495774	0.245266232402
515rcbc29	0.229017155512	0.308887697182	0.176917686852	0.143584125879	0.0	0.173571688954	0.193806505228	0.20396151963	0.168972338611	0.148965162495	0.210753840964	0.34487876588	0.148492043039	0.169674845414	0.193614952342	0.219844039758	0.168923857838	0.196946430729	0.162457297936	0.113339673112	0.230102403586	0.295909252721	0.147600104378	0.203945948861	0.522625398272	0.171175944814	0.171669395374	0.210452417226	0.238693427023	0.214689237846
515rcbc11	0.164696621738	0.260597348668	0.121590191939	0.24639573229	0.173571688954	0.0	0.11993558623	0.20661340773	0.169767724895	0.177616714867	0.191700055543	0.311006269203	0.172446370608	0.134213823122	0.258585333667	0.209760958569	0.156678849233	0.201094544521	0.141633576253	0.222511267547	0.209843729145	0.351726899923	0.245154860708	0.220987059377	0.503208980958	0.269935359722	0.242197901357	0.247513844808	0.315419290882	0.219263808183
515rcbc31	0.169115230317	0.281576699545	0.177026620688	0.246446963445	0.193806505228	0.11993558623	0.0	0.253229915453	0.180589317091	0.206737159503	0.19616342663	0.315897327765	0.174143712619	0.10983508936	0.259006338732	0.233207764979	0.199688616476	0.234115802266	0.18072426922	0.230215586722	0.27089396141	0.336767999613	0.237651570975	0.220542053337	0.51212750236	0.270199515809	0.235415527202	0.241010169476	0.303271110022	0.243115122098
515rcbc33	0.226679599034	0.238989525265	0.179545315464	0.236543131367	0.20396151963	0.20661340773	0.253229915453	0.0	0.259435328111	0.245343247936	0.270951031556	0.429039826993	0.244064023462	0.241347044139	0.288035089734	0.315427235108	0.157717001477	0.208123140154	0.268208654038	0.226269594117	0.147316032907	0.390039128099	0.239369816704	0.290800708577	0.629500362854	0.268801881176	0.233400242793	0.29209504969	0.305040527548	0.33535095189
515rcbc10	0.205241721362	0.314011854358	0.195965115939	0.192761599694	0.168972338611	0.169767724895	0.180589317091	0.259435328111	0.0	0.168255793102	0.220342085127	0.27161542479	0.133732873089	0.155205204493	0.193717884112	0.176788675788	0.191717644246	0.207433352881	0.143349732804	0.183785964596	0.24055458294	0.304370749481	0.175743372936	0.162698694669	0.495748489537	0.222978603759	0.22287933522	0.17712817155	0.246299043882	0.197811678391
515rcbc9	0.213686509709	0.297001610677	0.161724816158	0.176928976212	0.148965162495	0.177616714867	0.206737159503	0.245343247936	0.168255793102	0.0	0.207171677691	0.347571673647	0.186443606498	0.153715468342	0.156327606644	0.172016794207	0.178501723649	0.163508261489	0.160962281208	0.175775111473	0.226081909491	0.276384688612	0.170348434263	0.183250204432	0.560399428021	0.246217130947	0.160507872821	0.213098357887	0.209313644772	0.259810025242
515rcbc8	0.156472682126	0.246830083743	0.220267158163	0.248420510477	0.210753840964	0.191700055543	0.19616342663	0.270951031556	0.220342085127	0.207171677691	0.0	0.377389640321	0.218653698274	0.187285214215	0.224642851427	0.267707139397	0.242753025042	0.266364693241	0.216724308951	0.248802121594	0.316361311182	0.282845893065	0.238563299908	0.243722883114	0.575737016114	0.288761812639	0.235219538475	0.255301372031	0.282143547739	0.283544508495
