#SampleID	Oil palm plantation	agricultural feature	agricultural soil	alluvial paddy field soil	animal-associated habitat	basin	bog	clay soil	coffee plantation	cultivated habitat	dam	dry lake	dry soil	extreme high temperature habitat	farm soil	field	field soil	fluvisol	forest	forest soil	garden soil	grassland soil	luvisol	mountain	national park	oil contaminated soil	pasture	peatland	permafrost	plant-associated habitat	podzol	shrubland	steppe soil	surface soil	taiga	tropical soil	tundra	volcano	wetland	Unknown
515rcbc18	0.0002840951586556829	0.00035617959700893006	0.0004784714320025843	0.00013846153846153845	6.70599837467796e-05	0.00018525530121218917	8.600261451922268e-05	0.00031113459101779516	0.0006852633061944642	0.0002983187604563895	0.00017891851307096933	6.007884366082042e-05	0.0001593255013631383	6.201736729460424e-05	0.00019821690348807887	0.00034306312493811937	0.0004285657931441268	0.00027905164841872393	0.00016498161991944013	0.00011512791959304434	0.00018138194034694762	0.00039703039694042897	0.00017808979850446498	0.0002646869312936193	0.00046689202786133905	0.00012138256798507308	0.0002403153746432817	7.882269819968922e-05	0.00013674145257408597	7.730673554708378e-05	0.00015461347109416753	0.0002437381464269978	0.00011941672843276942	7.730673554708377e-05	6.007884366082043e-05	5.160156871153361e-05	0.0002669131011214996	0.0005463704879101465	0.0006107517920393602	0.0008920755666242895
515rcbc19	0.00014615384615384615	0.0002187917331281214	0.0004469488937333522	9.230769230769232e-05	9.880948137434714e-05	9.850960365281305e-05	5.1024996774698464e-05	0.0003595691043852383	0.0005439826833303737	0.00041914254541000856	0.00031762804341634737	0.00017891851307096936	0.00015461347109416753	8.284868934053083e-05	0.00024434431037336293	0.00016426274233894323	0.0005304904507558977	0.00047797650408941487	0.0003186510027262766	0.00017217714835076456	0.0005331607215742602	0.00022870874995874627	0.00022040844279837545	0.0002726160791795285	0.0005034790206754947	0.00014204757932784144	0.00031678861972267696	7.256908563120464e-05	8.600261451922269e-05	0.0003477739863217635	0.00026691310112149954	0.00022081077068318962	0.00015461347109416756	0.0002120622884936957	3.846153846153846e-05	8.031005006854269e-05	0.0004418894343490792	0.0005103079474037534	0.00047921286545146225	0.0014167426595234622
515rcbc21	0.0002099591394454797	0.00019399261866028447	0.0007630908807656479	0.00030855647877125504	6.153846153846154e-05	0.00014204757932784144	0.00012015768732164084	0.0003521699428387568	0.0007527464506292349	8.461538461538461e-05	0.00010905728368275248	5.95843591724218e-05	8.565791327430804e-05	7.692307692307693e-05	0.00024818870469079507	0.0003156659158258952	0.00043131833135003647	0.00016208698081311907	0.00013781902205514551	7.730673554708377e-05	7.730673554708377e-05	0.00027617420109255755	8.970695222838922e-05	0.0002709833069816698	0.0005870395085642744	0.00020424489303618083	6.705998374677958e-05	5.384615384615385e-05	0.0001043435382019272	0.0001043435382019272	8.426500884694863e-05	0.00018525530121218914	7.091957274840682e-05	0.00011640573808016583	9.850960365281305e-05	5.1024996774698464e-05	0.00013781902205514551	0.0005188174993513	0.00041744503234508116	0.0010096868106602667
515rcbc22	0.00016135520741079258	0.00027617420109255755	0.0003769230769230767	0.0001846153846153846	2.307692307692308e-05	0.0002065495628015008	6.923076923076922e-05	0.00024627400913203263	0.00036112906444016926	0.0004321406740057889	0.00022870874995874625	6.153846153846154e-05	0.00022571385770955713	9.850960365281307e-05	0.00018779316331898007	0.0002968274058703806	0.0004134570661654365	0.0002369680277038363	0.00017131582654861607	8.031005006854269e-05	0.000178089798504465	0.0003152907927987569	0.00020712172335132702	0.0003388983195678568	0.000619027678114791	0.00017891851307096933	0.0005496098670121923	6.153846153846154e-05	7.050116453778214e-05	0.0002968274058703806	8.426500884694864e-05	0.00018779316331898004	0.00012015768732164083	8.565791327430804e-05	9.134109297721473e-05	8.600261451922268e-05	0.00025524092343133937	0.0006465200427523291	0.0005815710206595631	0.0008655469933129776
515rcbc23	0.0001826821859544295	0.0006146630384914763	0.0007883771061734742	0.00011120640226769969	6.153846153846154e-05	0.0004491280177536923	5.1024996774698464e-05	0.000345383758779133	0.0005137171648327385	0.0003062466036522213	0.00025789314791138787	5.95843591724218e-05	0.00029230769230769235	3.525058226889108e-05	0.00017131582654861607	0.0001898301950654318	0.0003982208955552241	0.00024914053447233305	0.000277456750721099	0.00014204757932784147	0.0005289824999062829	0.0002713106475161292	0.0001622694085363768	0.00026029114331828666	0.0005287027777673718	0.00017200522903844536	0.0003104682472401626	9.389658165949003e-05	4.9254801826406534e-05	0.00030614998064819077	9.760444261884247e-05	0.0003498943204782818	0.00010348941574672085	0.0001593255013631383	8.46153846153846e-05	6.70599837467796e-05	0.00031350282880484356	0.0006472975226588132	0.0005868378807003277	0.001120439474217424
515rcbc24	0.0002660248687044705	0.0003282552045131057	0.0006057417576187702	0.00018138194034694762	9.23076923076923e-05	0.0002412982637132019	0.00011941672843276941	0.0003592398285795574	0.0008827404880432126	0.000304308314536192	0.0002557041559783794	4.615384615384616e-05	0.0001307692307692308	4.142434467026542e-05	0.00016782634022516484	0.00028668684851668034	0.0002480694691784169	0.00031985573671218135	0.00010348941574672085	8.565791327430804e-05	0.00015556729550889758	0.00031725524042001973	0.00012307692307692307	0.0002467540758822376	0.000497568050116807	0.0001451381712624093	0.000339160118231517	9.389658165949003e-05	4.615384615384616e-05	0.00016153846153846155	8.565791327430804e-05	0.00037281910203238876	0.00011640573808016581	0.0002115034936133465	8.031005006854269e-05	6.153846153846154e-05	0.00014915938022819474	0.0004630743674859204	0.00047673693637988196	0.0011819400359242892
515rcbc25	0.0006654624231963743	0.0005850201028255859	0.00016516085041218379	0.0003253582458854862	3.076923076923076e-05	0.00012138256798507308	0.00017941390445677847	0.0002832608098387995	0.00023584168795009065	0.00035384615384615386	7.692307692307693e-05	0.00015689290811054724	0.00015839430986133848	2.307692307692308e-05	0.0004501807657969088	0.0001517160224870463	0.0004646688710935063	0.0002669131011214996	0.0006619408436358742	0.0002557041559783794	0.0002825287334185686	0.0005318272620751877	0.00020366465069036508	0.0004621150244884797	0.0005002366303965879	0.00019596521850549228	0.0006819741618246616	0.0001499506822278302	0.0001821956812665694	4.925480182640653e-05	0.00022935463870577805	0.0002740232789316442	0.00017200522903844533	0.0001760849714193784	0.00039888898961428225	0.00029881422460853896	0.00028823067684915685	0.0006107517920393602	0.0004047791420591652	0.0007695768452273371
515rcbc26	0.0002964284441230414	0.00019292209544591465	0.0005930564697660428	0.00019475367540264867	0.00010320313742306722	0.00016658775252082858	8.970695222838925e-05	0.0006854791439604372	0.000751959963683073	0.00020117995124033876	0.00017269187938956653	5.3846153846153853e-05	0.00011305337274383899	6.923076923076924e-05	0.00015461347109416756	0.00027830850023270065	0.0005195013539970167	0.00021150349361334647	0.00018138194034694762	0.0001143543749793731	0.00010905728368275248	0.0004666384888647108	0.00018023653098246125	0.00043439408933832304	0.0005321053417083466	0.0001437041668636108	0.00011817147304413243	0.00011305337274383899	0.00012894657395569393	3.846153846153846e-05	0.00015858098560067924	0.00018857924110971176	9.607689228305227e-05	0.00011305337274383899	7.536891516255931e-05	3.076923076923077e-05	0.0002630049384196732	0.00048650425541051995	0.0002578931479113878	0.0009199948546292946
515rcbc27	0.00019169131991349404	0.0005986177371798067	0.00046670188652669264	0.00015839430986133845	4.615384615384615e-05	0.00020351933162035313	5.756395979652217e-05	0.00025056149961388206	0.0005506854255106289	0.0004739360554076727	0.00015073783032511866	3.525058226889108e-05	0.00013781902205514551	0.0	0.00024997041245033725	0.0003138800886631256	0.0006957180956673854	0.00032960438900967	0.00013846153846153847	5.384615384615385e-05	0.000285342107553714	0.0002467540758822375	0.0001593255013631383	0.00026153846153846154	0.0006322683873241391	9.101661204768639e-05	0.0003693108887433171	8.73678207046196e-05	0.0001451381712624093	0.00021331422498249304	9.730085108210398e-05	0.0002467540758822376	0.0002234744468666762	0.00016299707769551608	0.000113053372743839	9.607689228305229e-05	0.00028116410588457024	0.0004966753371494747	0.0005931063546523457	0.0012513897599712661
515rcbc28	0.00017010264913458446	0.00021757131728816846	0.0006510801221384252	0.00013846153846153845	3.525058226889108e-05	9.23076923076923e-05	0.00013076923076923077	0.00042939340729085726	0.0007093625774399081	0.00033317550504165716	0.00025846611717556065	8.46153846153846e-05	0.00018904931888376163	3.076923076923077e-05	0.0002467540758822376	0.0002696699714301247	0.0005870395085642743	0.0002451904223155266	0.00024914053447233305	0.00010905728368275248	0.0001451381712624093	0.00017269187938956653	0.00021973625933978	0.0003575061550345308	0.0006005914244905581	0.00012963307343348242	0.0003888992203004473	8.031005006854269e-05	5.9584359172421796e-05	0.00020925339244208372	0.0001191687183448436	0.00015689290811054724	0.0001437041668636108	0.00011512791959304434	0.00011305337274383899	7.091957274840684e-05	0.0006692307692307692	0.0003888992203004473	0.00046695539110080573	0.001015967198836864
515rcbc29	0.00030343204497409266	0.00024337372337779038	0.0005316046936360306	0.00012307692307692307	5.1024996774698464e-05	0.00020117995124033878	4.9254801826406534e-05	0.00046211502448847963	0.0006384615384615386	0.0003360931119223612	0.00017131582654861605	5.1601568711533605e-05	0.00018605210188381272	5.102499677469845e-05	0.00023128148274419858	0.0002214796930598149	0.0006202213767784998	0.0003525897426574105	0.00012498520622516863	9.607689228305227e-05	0.0001821956812665694	0.00023883345686553882	0.00021770725689361395	0.00019475367540264867	0.0006713053609006593	0.00017010264913458446	0.0003259941553910321	5.1601568711533605e-05	0.00018203322409537278	0.00016658775252082858	7.84464540552736e-05	0.00019596521850549228	0.00017692307692307693	0.00016135520741079255	5.95843591724218e-05	0.0001090572836827525	0.00016426274233894323	0.000460318901550067	0.0003664155496558325	0.0007436118475936612
515rcbc30	0.00033210820222958314	0.00025846611717556065	0.0007092374436528926	0.0003440104580768907	9.850960365281305e-05	0.00022767151672228837	0.00012894657395569393	0.0003749556186755058	0.0007181501548913112	0.00024325212770525995	0.00035292522298321417	3.076923076923077e-05	0.00021331422498249304	3.7684457581279664e-05	0.0002019139192062567	0.0003643913625331388	0.0005761019797954701	0.00024759195291432435	8.736782070461957e-05	0.0001112064022676997	0.00027531584874112744	0.00027402327893164425	0.00012138256798507308	0.00011512791959304434	0.00038584419089182924	0.00010986812966989	0.00039493838932287494	9.23076923076923e-05	9.389658165949002e-05	0.00016569737868106168	7.882269819968922e-05	0.00027989854459477314	8.031005006854269e-05	0.00011640573808016583	5.384615384615385e-05	4.925480182640653e-05	0.0003138800886631256	0.0005419666139633395	0.00039381309957446783	0.00088458193916708
515rcbc31	0.00024759195291432435	0.0005084493190664844	0.0007672667234098395	8.565791327430804e-05	6.389710663783134e-05	0.00018268218595442946	7.536891516255933e-05	0.0001735463718873612	0.0006056929133855239	0.0004171614419371154	0.00016853001769389725	0.00021220175729436494	0.00016153846153846155	5.384615384615385e-05	0.0004316611645107139	0.00016782634022516484	0.0004767369363798821	0.0003286155286660589	0.00027905164841872393	0.00020424489303618083	0.0009370733743286808	0.00022870874995874625	0.0002747780169152577	0.0002555884265513254	0.0004867474467555809	0.00012307692307692307	0.00039441365363982367	0.00010575174680667324	0.00014267105377685697	0.0004033146685821025	0.00013674145257408597	0.00014267105377685697	0.00016153846153846155	8.565791327430804e-05	0.00019091805609216703	0.00010204999354939691	0.0004646688710935065	0.0006806279731761121	0.0002643513888836857	0.0008049036106796937
515rcbc32	0.0005858792007486035	0.0005408737178845213	0.0008899504673404732	0.00021497213249972494	5.102499677469846e-05	0.0002230769230769231	8.284868934053083e-05	0.0004421571650215358	0.0003657690285528843	0.00020409998709879383	4.615384615384616e-05	0.00011435437497937312	0.00016208698081311907	3.076923076923076e-05	0.00023395240501146994	8.031005006854269e-05	0.0006069128399253653	0.0004280131613305709	0.0010546038825608533	0.00016782634022516484	0.0003772369180073609	0.00048284168696846824	0.0001540383414961599	0.00015073783032511863	0.0005829937021998896	6.389710663783135e-05	0.00040674781742776263	6.923076923076922e-05	9.230769230769232e-05	0.00017354637188736116	0.00029200389070926626	0.00018461538461538463	0.00014204757932784144	0.00016658775252082858	0.0001921537845661046	0.00015073783032511866	0.0005165314450522937	0.00039792360481161735	0.0002832608098387997	0.0011046968043702302
515rcbc33	0.0002153846153846154	0.00015307499032409539	0.0002652452253779487	0.0001277942132756627	3.076923076923076e-05	0.00013076923076923077	0.0001043435382019272	0.0004145290333940763	0.0007112369423516192	0.0002691208566851677	0.00021973625933978	5.160156871153361e-05	0.00021825016860170933	7.256908563120464e-05	0.00024080732065382348	0.00016062010013708538	0.00042104406718166206	0.00028200465815112857	0.00014204757932784144	7.536891516255931e-05	0.00030960941226920166	0.0002607454039488968	0.00016923076923076923	0.0002858600642471084	0.0005808074363388515	0.0001469613321118677	0.00038160359245576815	0.0001451381712624093	0.00011120640226769969	0.00020939473213563384	0.0001076923076923077	0.00012894657395569393	0.0001501478561226395	0.00016923076923076926	9.760444261884247e-05	0.00013674145257408597	0.00017875307751726542	0.0005868882941603839	0.0004038278384125134	0.0013825625808406756
515rcbc34	0.00018779316331898004	0.00016569737868106168	0.0007546306749803522	0.00012307692307692307	6.007884366082042e-05	0.0003034320449740926	8.600261451922268e-05	0.00038889922030044727	0.0007680375360649593	0.00027958125915978846	0.0001846153846153846	8.031005006854269e-05	0.00017131582654861607	6.389710663783134e-05	0.00020424489303618083	0.00019169131991349404	0.0003058599284934006	0.0002642394467279641	0.00018605210188381267	0.00012871692715908854	0.00017131582654861607	0.00046031890155006706	0.00017010264913458446	0.0003205025639384563	0.00043268803416693033	0.00017808979850446498	0.00028792257341866	0.00012015768732164083	8.970695222838924e-05	0.00013846153846153845	9.23076923076923e-05	0.00020366465069036503	5.1024996774698464e-05	0.00017692307692307693	6.153846153846154e-05	4.142434467026542e-05	0.00015839430986133848	0.0009093856434542554	0.0005812148061496489	0.0011997287661909407
515rcbc35	0.00019292209544591467	0.0002696699714301247	0.0006852633061944641	0.00010769230769230768	0.0001298611001241087	0.00030469695877443633	4.925480182640653e-05	0.0005778966144920908	0.000629877418336439	0.0001249852062251686	0.00016782634022516484	5.1024996774698444e-05	0.0003343279048015497	2.307692307692308e-05	0.00029881422460853896	0.0003578370261419386	0.0002914968510999448	0.00040565528841339103	0.00019821690348807884	0.00011435437497937311	0.00020939473213563386	0.00037495561867550585	8.46153846153846e-05	0.00017625291134445536	0.0005450693457863655	3.5250582268891085e-05	0.00011305337274383899	4.615384615384616e-05	0.00010905728368275248	0.00014267105377685697	0.0001249852062251686	0.00023382591005493327	0.00017875307751726537	0.0001277942132756627	5.384615384615385e-05	6.389710663783135e-05	0.0003938130995744678	0.000488991233086548	0.0002652452253779487	0.0012994309177709958
515rcbc36	0.00014696133211186766	0.00023076923076923074	0.00031236831544995315	0.00011013708510212578	5.1601568711533605e-05	0.00019292209544591467	6.201736729460422e-05	0.00020409998709879383	0.0001952088852376849	0.0001428782740077439	0.00016658775252082858	0.00012040366032691175	0.00022870874995874622	3.076923076923077e-05	0.0004692307692307692	0.0003205025639384563	0.0003834598024804467	0.0005437106783714551	0.0001728631158018787	0.00013781902205514551	0.0006098307069378028	9.134109297721476e-05	0.00021206228849369573	0.00043028819295221527	0.00028627375486043694	0.00010986812966988999	0.00019821690348807884	0.00011817147304413243	7.536891516255933e-05	0.0003388110083930037	0.0002359671023104303	0.00020939473213563386	0.00012498520622516863	7.050116453778216e-05	6.153846153846154e-05	5.1024996774698464e-05	0.00026074540394889674	0.000300295712245279	0.0003246299668616801	0.0010643496778250984
515rcbc37	0.0003111345910177951	0.00041431486183062254	0.000573631636538528	0.00025789314791138787	0.0001076923076923077	0.0002731581677625339	6.705998374677958e-05	0.0005046529066725146	0.000444626031280567	0.0003676247121645698	0.0001540383414961599	3.525058226889108e-05	0.0002601774542351964	5.95843591724218e-05	0.00021879173312812144	0.00019520888523768493	0.0007000000000000001	0.0005203549084703928	0.00017957873122967312	0.0002048234916260669	0.00040382783841251345	0.0004806923015374767	0.00014776440547921958	0.0003186510027262766	0.0008105809152196609	0.00013411996749355915	0.0003096094122692016	7.536891516255933e-05	0.00011538461538461537	0.0003249032627991212	0.00012963307343348242	0.0002412982637132019	0.00015073783032511863	9.230769230769232e-05	7.050116453778214e-05	6.0078843660820413e-05	0.00048650425541051995	0.0008110187909598277	0.0004682208551856369	0.0009417659353167739
